id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,DTI Ratio %,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,installment,default_risk,loan_status,credit_score_bucket,credit_score_range,monthly_income,payment_to_income_ratio (%)
1002201,20921, 36 months,14.02,D,D3,Project Manager,7 years,MORTGAGE,142840.59363953932,Verified,Dec-2017,debt_consolidation,debt_consolidation,666xx,NM,29.81017736525482,May-2005,848,852,0,12,0,19791,96.34302236415144,24,Whole Funded,Individual,3,0,715.23,0,Fully Paid,Excellent,4,11903.382803294944,6.008628066653616
1002202,14057, 36 months,7.34,A,A5,Project Manager,4 years,MORTGAGE,209140.909993298,Verified,Jun-2015,home_improvement,home_improvement,262xx,LA,5.309103205175387,Mar-1998,754,758,3,15,0,675,83.5139806460858,18,Fractional Funded,Individual,0,0,436.23,0,Fully Paid,Very Good,4,17428.409166108166,2.5029823195125958
1002203,25858, 36 months,12.63,C,C4,,< 1 year,MORTGAGE,55890.668156723164,Not Verified,Aug-2015,debt_consolidation,debt_consolidation,430xx,MS,24.943491633782955,Jul-1995,692,696,0,16,0,13187,83.3922420818109,33,Whole Funded,Individual,8,0,866.66,0,Fully Paid,Good,4,4657.55567972693,18.607614371038757
1002204,27062, 36 months,9.67,B,B2,Engineer,7 years,MORTGAGE,77897.55492589642,Verified,May-2016,debt_consolidation,debt_consolidation,308xx,DE,7.114828414050227,Jul-1991,715,719,2,10,1,21999,33.16297521633581,26,Whole Funded,Individual,9,0,869.03,0,Fully Paid,Good,4,6491.462910491368,13.387275133244488
1002205,37850, 36 months,7.01,A,A2,Teacher,5 years,RENT,45486.85792141147,Not Verified,Dec-2016,small_business,small_business,195xx,SD,12.3636692944434,Jul-2004,784,788,0,8,0,22758,46.76940571633275,26,Whole Funded,Individual,1,0,1168.87,0,Fully Paid,Very Good,4,3790.571493450956,30.83624730517494
1002206,21567, 60 months,7.21,A,A3,Project Manager,1 year,MORTGAGE,40049.813855247485,Not Verified,Jan-2017,debt_consolidation,debt_consolidation,195xx,MO,14.506194025917146,Nov-1997,707,711,5,9,0,21509,89.91159014832193,28,Whole Funded,Individual,9,0,429.19,0,Fully Paid,Good,4,3337.4844879372904,12.859685237526241
1002207,30739, 60 months,20.6,E,E5,Sales,6 years,MORTGAGE,52739.55478936412,Source Verified,Oct-2017,debt_consolidation,debt_consolidation,126xx,PA,30.53537089495082,May-2004,753,757,2,10,0,15705,70.31513076253935,18,Fractional Funded,Individual,7,0,824.69,0,Fully Paid,Very Good,4,4394.962899113677,18.764435990263163
1002208,4754, 36 months,22.63,F,F3,Project Manager,7 years,RENT,41816.03153130877,Source Verified,Oct-2015,major_purchase,major_purchase,547xx,IN,9.04277848934887,Oct-2001,823,827,0,8,0,4027,44.95878849417846,12,Whole Funded,Individual,8,0,183.11,0,Fully Paid,Excellent,4,3484.669294275731,5.254731067329545
1002209,28044, 36 months,23.54,F,F2,RN,1 year,MORTGAGE,38165.50153428008,Source Verified,Jun-2018,major_purchase,major_purchase,111xx,SD,10.546190024216662,Apr-2001,798,802,1,11,0,8976,76.12505680881462,25,Whole Funded,Individual,3,0,1093.48,0,Fully Paid,Very Good,4,3180.458461190007,34.381206777052554
1002210,2724, 36 months,22.08,F,F3,,< 1 year,RENT,43184.345158520766,Verified,Jun-2015,debt_consolidation,debt_consolidation,743xx,NE,34.80354565178908,May-1993,846,850,0,10,0,10682,14.728865478701705,25,Whole Funded,Individual,0,0,104.14,0,Fully Paid,Excellent,4,3598.6954298767305,2.8938264443114377
1002211,2376, 60 months,21.6,E,E3,,5 years,RENT,39784.181871423374,Verified,Aug-2018,debt_consolidation,debt_consolidation,888xx,LA,29.73719502527971,Nov-2009,792,796,0,8,0,22637,2.1636302635492437,23,Fractional Funded,Individual,9,0,65.08,0,Fully Paid,Very Good,4,3315.348489285281,1.962991227327353
1002212,9706, 36 months,6.38,A,A2,,5 years,MORTGAGE,60404.40941605372,Source Verified,Mar-2015,debt_consolidation,debt_consolidation,707xx,MO,20.24992088389392,Mar-1995,789,793,1,10,0,35542,83.27466304351006,28,Whole Funded,Individual,9,0,296.95,0,Fully Paid,Very Good,4,5033.700784671143,5.8992382086810915
1002213,9894, 60 months,20.8,E,E4,Teacher,7 years,MORTGAGE,65538.30279980642,Verified,Oct-2018,major_purchase,major_purchase,256xx,KS,12.638821654197816,Nov-1999,693,697,0,8,0,21394,19.136586533152567,17,Whole Funded,Individual,7,0,266.55,0,Fully Paid,Good,4,5461.525233317202,4.880504778664252
1002214,19037, 36 months,20.67,E,E3,Supervisor,6 years,RENT,30205.430541142512,Source Verified,Oct-2016,debt_consolidation,debt_consolidation,128xx,TN,31.668916910119872,Jan-2010,830,834,1,10,0,7706,76.34013891984556,25,Whole Funded,Individual,1,0,714.0,0,Fully Paid,Excellent,4,2517.119211761876,28.36576021761919
1002215,19450, 36 months,7.63,A,A4,Project Manager,7 years,OWN,74132.99557778439,Not Verified,Apr-2015,credit_card,credit_card,732xx,LA,22.503674793087526,Jan-1993,726,730,1,12,0,30342,40.74269908838982,16,Whole Funded,Individual,1,0,606.18,0,Fully Paid,Good,4,6177.749631482032,9.812310892479118
1002216,17406, 60 months,18.24,E,E3,Driver,9 years,RENT,57000.59593205842,Not Verified,Jan-2017,debt_consolidation,debt_consolidation,824xx,WI,13.214380082180304,Nov-2006,823,827,2,9,0,45305,82.9484938726066,11,Fractional Funded,Individual,4,0,444.27,0,Fully Paid,Excellent,4,4750.0496610048685,9.352954846918697
1002217,30725, 36 months,14.05,D,D5,Sales,9 years,MORTGAGE,53039.86304077918,Not Verified,Oct-2017,credit_card,credit_card,656xx,IN,12.593821344360624,Jul-2000,697,701,0,23,1,33606,64.90395071180657,41,Fractional Funded,Individual,5,0,1050.85,0,Fully Paid,Good,4,4419.988586731598,23.774948269200415
1002218,6926, 36 months,23.0,F,F3,Driver,4 years,MORTGAGE,73051.42015403994,Not Verified,Mar-2017,credit_card,credit_card,180xx,NY,18.290734131246435,Nov-1991,799,803,0,10,0,37657,1.775121966683324,25,Whole Funded,Individual,8,1,268.1,0,Fully Paid,Very Good,4,6087.618346169995,4.404021158269133
1002219,10496, 60 months,18.91,E,E3,,1 year,RENT,148081.93037933458,Source Verified,Jan-2015,debt_consolidation,debt_consolidation,685xx,CT,37.94644329495163,Aug-1993,806,810,0,12,1,6934,34.94234039110559,16,Fractional Funded,Individual,8,0,271.75,0,Fully Paid,Excellent,4,12340.160864944548,2.2021592990086285
1002220,37068, 36 months,24.02,F,F1,Sales,4 years,MORTGAGE,55156.39232054616,Not Verified,Nov-2016,major_purchase,major_purchase,491xx,NJ,25.73077771035372,Sep-1990,806,810,1,8,0,8189,95.44771173476532,27,Whole Funded,Individual,2,1,1454.67,1,Charged Off,Excellent,4,4596.36602671218,31.64826281340648
1002221,30806, 36 months,7.1,A,A5,Supervisor,1 year,MORTGAGE,34303.93453835093,Not Verified,Dec-2018,debt_consolidation,debt_consolidation,125xx,AR,27.174502448500704,Apr-2009,794,798,1,10,0,24865,41.85763860465481,22,Fractional Funded,Individual,0,0,952.61,0,Fully Paid,Very Good,4,2858.661211529244,33.323641016222425
1002222,23663, 36 months,5.81,A,A5,Supervisor,8 years,OWN,81783.73744732824,Verified,Jul-2015,major_purchase,major_purchase,860xx,MT,15.476197777713384,Mar-1994,788,792,0,12,1,35634,44.99370469443784,16,Fractional Funded,Individual,2,0,717.84,0,Fully Paid,Very Good,4,6815.31145394402,10.532754149989522
1002223,37495, 36 months,24.47,F,F4,RN,4 years,RENT,83133.95471158919,Not Verified,Feb-2017,credit_card,credit_card,851xx,WY,39.0627100847836,Jan-1995,839,843,1,8,1,6530,61.35534607993396,9,Fractional Funded,Individual,1,0,1480.3,1,Charged Off,Excellent,4,6927.829559299099,21.3674425349137
1002224,23656, 60 months,6.6,A,A4,RN,< 1 year,RENT,70237.87111518212,Not Verified,Dec-2017,other,other,233xx,TX,16.281996383914212,Sep-1994,836,840,0,10,0,19242,52.096249484210965,12,Whole Funded,Individual,8,1,463.97,0,Fully Paid,Excellent,4,5853.155926265176,7.926834785282294
1002225,26860, 60 months,12.72,C,C3,Supervisor,8 years,MORTGAGE,58945.39751096905,Source Verified,Aug-2015,credit_card,credit_card,564xx,OR,0.4789186634545661,Nov-2010,811,815,1,5,1,48594,38.88587453155659,15,Fractional Funded,Individual,3,0,607.3,0,Fully Paid,Excellent,4,4912.116459247421,12.36330622529751
1002226,17832, 60 months,18.0,E,E2,Sales,9 years,MORTGAGE,31019.06839273931,Verified,Apr-2015,debt_consolidation,debt_consolidation,749xx,MI,32.04703412641319,Jan-2007,846,850,1,4,0,36294,36.415765673703085,7,Fractional Funded,Individual,8,1,452.82,0,Fully Paid,Excellent,4,2584.9223660616094,17.51774080124182
1002227,39787, 36 months,22.6,F,F3,Manager,4 years,RENT,30163.06345613071,Verified,Dec-2016,debt_consolidation,debt_consolidation,746xx,IL,20.515421719543163,Apr-2002,733,737,1,8,0,48538,83.0375254834473,20,Whole Funded,Individual,9,0,1531.86,1,Charged Off,Good,4,2513.588621344226,60.943146662590564
1002228,22727, 36 months,10.09,B,B1,Sales,10+ years,RENT,47682.03449415648,Verified,Nov-2015,credit_card,credit_card,896xx,IN,6.009321735181459,Sep-1997,801,805,1,6,0,16652,7.62871645457065,9,Fractional Funded,Individual,5,1,734.3,0,Fully Paid,Excellent,4,3973.5028745130403,18.479916164399143
1002229,30545, 36 months,5.58,A,A3,Driver,< 1 year,OWN,32494.503695942003,Verified,Dec-2016,debt_consolidation,debt_consolidation,466xx,MO,0.917447790631032,Mar-2000,825,829,1,16,0,16438,18.241350652804268,23,Whole Funded,Individual,5,0,923.44,0,Fully Paid,Excellent,4,2707.875307995167,34.102013385678696
1002230,3520, 60 months,15.43,D,D1,Manager,8 years,RENT,97394.35013549644,Source Verified,Jan-2015,debt_consolidation,debt_consolidation,291xx,AR,39.68631553308283,Jul-1990,675,679,1,6,0,12912,81.98952519145242,13,Fractional Funded,Individual,7,0,84.54,1,Charged Off,Good,4,8116.195844624704,1.041620996072812
1002231,4081, 36 months,14.42,D,D3,Manager,8 years,MORTGAGE,23347.636441076746,Source Verified,Mar-2015,debt_consolidation,debt_consolidation,345xx,FL,25.89401759227088,Sep-2001,665,669,0,9,2,397,82.56895851286649,11,Fractional Funded,Individual,7,0,140.31,1,Charged Off,Fair,4,1945.6363700897289,7.211522263717201
1002232,35196, 36 months,11.14,C,C4,Supervisor,9 years,RENT,57876.947421345096,Source Verified,Dec-2017,home_improvement,home_improvement,768xx,AL,18.63205391023641,Mar-1991,812,816,1,14,0,3989,17.489311365182157,16,Whole Funded,Individual,4,0,1154.61,0,Fully Paid,Excellent,4,4823.078951778758,23.939272227218638
1002233,37735, 60 months,22.48,F,F3,Supervisor,9 years,MORTGAGE,54989.67330399908,Not Verified,Dec-2017,home_improvement,home_improvement,327xx,WA,13.35673222044484,Nov-1999,771,775,2,16,0,32400,80.00319520610536,16,Fractional Funded,Joint App,5,0,1052.52,0,Fully Paid,Very Good,4,4582.472775333256,22.968385227852366
1002234,15566, 36 months,19.99,E,E4,Director,8 years,RENT,83992.80826303845,Verified,Dec-2016,debt_consolidation,debt_consolidation,404xx,MO,2.887854626590718,Feb-2001,780,784,0,8,0,6102,96.08778345066324,17,Whole Funded,Individual,7,0,578.41,0,Fully Paid,Very Good,4,6999.400688586537,8.263707504889313
1002235,15042, 36 months,22.16,F,F2,Engineer,5 years,RENT,92355.0326836438,Verified,Jul-2015,debt_consolidation,debt_consolidation,298xx,MS,25.8133109786039,Aug-1995,838,842,3,6,1,38392,88.0873655944581,12,Whole Funded,Joint App,9,0,575.71,0,Fully Paid,Excellent,4,7696.252723636983,7.480393649650571
1002236,26498, 36 months,8.24,B,B2,Engineer,9 years,RENT,37759.3083550929,Source Verified,Nov-2017,debt_consolidation,debt_consolidation,648xx,TN,14.75885589805424,Nov-1991,838,842,2,10,0,1638,34.33841119792981,28,Whole Funded,Individual,3,0,833.29,0,Fully Paid,Excellent,4,3146.609029591075,26.482158799000594
1002237,12329, 60 months,18.85,E,E5,RN,9 years,MORTGAGE,129908.2157023592,Verified,Oct-2015,debt_consolidation,debt_consolidation,960xx,UT,39.587539985779216,Aug-2004,706,710,0,12,0,20843,80.96117901620232,12,Fractional Funded,Individual,9,0,318.8,1,Charged Off,Good,4,10825.684641863267,2.9448483910864196
1002238,32656, 36 months,24.5,F,F3,Project Manager,1 year,RENT,31888.130620755317,Not Verified,Oct-2017,credit_card,credit_card,351xx,DC,4.340221247682043,Jun-1997,762,766,0,5,0,9050,1.6886161485415774,5,Whole Funded,Individual,6,0,1289.78,0,Fully Paid,Very Good,4,2657.3442183962766,48.53642938205386
1002239,3159, 60 months,17.24,D,D5,Engineer,,RENT,100649.42981990044,Verified,Aug-2018,debt_consolidation,debt_consolidation,843xx,TX,9.844915377094852,Feb-2010,838,842,3,7,0,19724,44.34847899695241,12,Whole Funded,Individual,5,1,78.92,0,Fully Paid,Excellent,4,8387.452484991703,0.9409293243832674
1002240,38900, 36 months,8.43,B,B3,Teacher,6 years,RENT,85765.25883168043,Not Verified,May-2017,debt_consolidation,debt_consolidation,898xx,AZ,16.13777014986422,Feb-2006,729,733,0,9,1,49400,29.01280123152096,11,Whole Funded,Individual,6,0,1226.72,0,Fully Paid,Good,4,7147.104902640036,17.163872878749377
1002241,20363, 60 months,24.92,F,F2,Supervisor,1 year,RENT,20177.15128840744,Verified,Aug-2018,debt_consolidation,debt_consolidation,926xx,ND,31.89620598301027,Jan-2005,691,695,1,12,1,6989,52.51361134025411,31,Fractional Funded,Individual,1,0,596.73,1,Charged Off,Good,4,1681.4292740339533,35.489449911168265
1002242,20033, 36 months,15.57,D,D1,Driver,3 years,MORTGAGE,31756.99453448834,Verified,Nov-2018,debt_consolidation,debt_consolidation,904xx,NC,31.079830334940866,Nov-1997,832,836,1,7,2,12959,36.86526949762169,15,Whole Funded,Individual,4,0,700.06,0,Fully Paid,Excellent,4,2646.416211207362,26.453132996816663
1002243,11805, 36 months,21.8,E,E5,RN,3 years,MORTGAGE,103179.45147851176,Source Verified,Feb-2016,debt_consolidation,debt_consolidation,487xx,WA,9.767098913579751,Feb-2008,843,847,0,11,0,6168,17.65249119504244,25,Whole Funded,Individual,0,0,449.62,0,Fully Paid,Excellent,4,8598.287623209313,5.229180735782124
1002244,36851, 60 months,7.99,A,A5,Driver,9 years,RENT,66306.00427756082,Not Verified,Sep-2017,moving,moving,888xx,VT,14.45014472096508,Sep-1995,764,768,0,9,0,13877,3.8228671069781774,12,Whole Funded,Individual,9,0,747.03,0,Fully Paid,Very Good,4,5525.500356463402,13.519680604602055
1002245,27832, 60 months,18.32,E,E2,Supervisor,6 years,RENT,62370.00534650293,Verified,Oct-2016,credit_card,credit_card,366xx,WV,2.3644791875873583,Mar-2006,712,716,1,4,0,12678,42.67644428915671,10,Fractional Funded,Individual,7,0,711.6,0,Fully Paid,Good,4,5197.50044554191,13.691196517556161
1002246,14944, 36 months,23.25,F,F2,Manager,5 years,ANY,12704.211583352457,Verified,Jun-2016,debt_consolidation,debt_consolidation,775xx,DE,15.13561129891148,Nov-1993,772,776,0,9,1,1025,42.01274455623278,15,Fractional Funded,Individual,9,0,580.43,0,Fully Paid,Very Good,4,1058.6842986127047,54.82559822230224
1002247,20873, 60 months,15.64,D,D1,Director,,MORTGAGE,54127.175748024,Source Verified,Mar-2015,debt_consolidation,debt_consolidation,152xx,AK,6.733004034586312,Jun-2005,698,702,1,7,0,34520,29.35769944503005,7,Fractional Funded,Individual,3,0,503.61,0,Fully Paid,Good,4,4510.597979002,11.165038479253411
1002248,24928, 60 months,10.77,B,B5,Driver,10+ years,MORTGAGE,40168.17055168532,Not Verified,Apr-2017,debt_consolidation,debt_consolidation,381xx,VT,36.7820975569194,Jan-2009,802,806,0,5,0,15893,40.12882961761528,6,Whole Funded,Individual,5,0,539.14,1,Charged Off,Excellent,4,3347.3475459737765,16.106484092112964
1002249,16379, 36 months,7.55,A,A2,Driver,,MORTGAGE,28450.280198902925,Not Verified,Jun-2016,credit_card,credit_card,184xx,CA,32.319909726585415,Dec-1990,749,753,0,18,1,20080,13.245221118156548,35,Fractional Funded,Individual,7,0,509.86,0,Fully Paid,Very Good,4,2370.8566832419106,21.50530665155252
1002250,37751, 36 months,10.92,B,B2,Supervisor,,OWN,90284.43415781084,Source Verified,Jan-2018,other,other,247xx,KS,6.602699828235252,Aug-2002,830,834,4,13,0,752,35.41154884280174,30,Whole Funded,Individual,8,0,1234.49,0,Fully Paid,Excellent,4,7523.702846484237,16.408011124161646
1002251,35546, 60 months,12.1,C,C1,,9 years,RENT,61612.33714590764,Verified,Mar-2016,debt_consolidation,debt_consolidation,742xx,OH,19.63077977384249,Nov-2006,701,705,0,7,2,27192,24.362172363278145,26,Fractional Funded,Individual,9,1,792.5,0,Fully Paid,Good,4,5134.361428825637,15.435220347961861
1002252,25286, 36 months,19.2,E,E1,Project Manager,6 years,MORTGAGE,35875.67011739914,Not Verified,Dec-2015,debt_consolidation,debt_consolidation,123xx,TN,38.33298796035754,Mar-2008,848,852,0,17,0,11207,84.74906808905489,23,Fractional Funded,Individual,9,0,929.44,0,Fully Paid,Excellent,4,2989.639176449928,31.088701516939288
1002253,6110, 36 months,8.57,B,B4,Manager,5 years,MORTGAGE,37945.56570527743,Source Verified,Aug-2018,debt_consolidation,debt_consolidation,753xx,AL,16.424233328748326,Mar-2004,668,672,3,9,0,9436,30.130958582530464,19,Fractional Funded,Individual,7,0,193.08,0,Fully Paid,Fair,4,3162.130475439786,6.106009903754734
1002254,13087, 60 months,7.12,A,A3,Manager,< 1 year,MORTGAGE,63953.63914532834,Source Verified,Feb-2015,debt_consolidation,debt_consolidation,693xx,DE,17.92359383634675,Sep-2000,728,732,0,18,0,15291,2.296424238853856,24,Whole Funded,Individual,2,0,259.88,0,Fully Paid,Good,4,5329.469928777362,4.876282322126157
1002255,24762, 36 months,12.74,C,C4,Project Manager,10+ years,RENT,79204.5947274698,Source Verified,May-2016,debt_consolidation,debt_consolidation,987xx,CT,13.66021602126832,Sep-2001,754,758,0,10,0,16251,96.1971923599562,29,Fractional Funded,Individual,8,0,831.23,0,Fully Paid,Very Good,4,6600.382893955816,12.59366332764095
1002256,18081, 36 months,14.17,D,D1,Director,3 years,MORTGAGE,93939.61787866794,Source Verified,Oct-2017,credit_card,credit_card,205xx,IN,19.69062669261173,Apr-2008,836,840,0,7,0,12060,26.68410340382964,18,Fractional Funded,Individual,8,1,619.46,0,Fully Paid,Excellent,4,7828.301489888995,7.913083071724975
1002257,35947, 60 months,17.57,D,D2,Manager,2 years,MORTGAGE,82620.3320301352,Source Verified,Oct-2017,car,car,213xx,WY,23.862602037256888,Jun-2000,769,773,2,10,0,4106,78.63742902678274,28,Fractional Funded,Individual,7,0,904.43,0,Fully Paid,Very Good,4,6885.027669177934,13.136185407777571
1002258,10596, 36 months,19.15,E,E1,,6 years,RENT,58907.802415146965,Verified,Aug-2015,home_improvement,home_improvement,570xx,NC,3.598045967814474,Jun-1992,668,672,0,6,2,25446,97.2120743017919,19,Whole Funded,Individual,5,0,389.21,0,Fully Paid,Fair,4,4908.983534595581,7.928525269173966
1002259,39019, 60 months,22.79,F,F5,Sales,6 years,RENT,36177.79272951834,Not Verified,May-2018,other,other,710xx,PA,3.701245302480181,Dec-2008,782,786,2,9,0,24848,48.7168490059295,17,Fractional Funded,Individual,1,0,1095.26,0,Fully Paid,Very Good,4,3014.816060793195,36.32924788492198
1002260,19313, 60 months,10.78,B,B2,Driver,,MORTGAGE,73614.03732599651,Source Verified,Mar-2015,debt_consolidation,debt_consolidation,225xx,NJ,30.760817989162103,Sep-1998,788,792,0,9,0,7491,38.0859367913173,11,Fractional Funded,Individual,1,0,417.8,0,Fully Paid,Very Good,4,6134.50311049971,6.810657562222127
1002261,2013, 36 months,15.57,D,D4,Director,,RENT,33192.61206538302,Verified,Apr-2015,credit_card,credit_card,209xx,WI,39.31021269129892,Jul-1993,718,722,1,11,0,27375,17.468911249612773,26,Whole Funded,Individual,1,0,70.34,1,Charged Off,Good,4,2766.0510054485853,2.5429755221954986
1002262,24705, 36 months,12.32,C,C4,Engineer,10+ years,MORTGAGE,63778.48622786367,Verified,Jun-2015,major_purchase,major_purchase,245xx,KS,19.649744212485253,Sep-1996,824,828,0,5,0,30371,22.864503726262956,23,Whole Funded,Individual,0,0,824.34,0,Fully Paid,Excellent,4,5314.873852321973,15.510057677848001
1002263,2828, 36 months,5.03,A,A4,RN,3 years,MORTGAGE,54455.68459137452,Source Verified,Jun-2015,debt_consolidation,debt_consolidation,389xx,AR,34.45514267337249,Mar-1998,753,757,0,9,0,37919,86.0373176776902,12,Fractional Funded,Joint App,5,0,84.8,0,Fully Paid,Very Good,4,4537.973715947876,1.868675433310377
1002264,8909, 36 months,16.59,D,D2,Engineer,6 years,MORTGAGE,96891.9944076243,Not Verified,Feb-2018,major_purchase,major_purchase,368xx,UT,34.758842467912935,Jul-2007,711,715,0,11,0,48704,6.043819791212879,11,Fractional Funded,Individual,7,0,315.82,1,Charged Off,Good,4,8074.332867302025,3.911406740226809
1002265,39356, 36 months,21.32,E,E3,,3 years,RENT,92533.9887918772,Source Verified,Oct-2018,debt_consolidation,debt_consolidation,284xx,WA,14.782370914886958,Aug-2000,813,817,0,7,0,3184,17.989562163902463,20,Whole Funded,Individual,2,0,1489.21,0,Fully Paid,Excellent,4,7711.165732656434,19.312384814831095
1002266,14109, 36 months,5.73,A,A3,Engineer,8 years,MORTGAGE,85192.83003383994,Source Verified,May-2015,house,house,195xx,MS,13.154086168503646,Nov-2004,710,714,0,9,0,17110,18.982287199330216,22,Fractional Funded,Individual,3,0,427.5,0,Fully Paid,Good,4,7099.402502819995,6.021633508315527
1002267,3023, 36 months,5.07,A,A3,RN,2 years,MORTGAGE,79980.97070812611,Not Verified,Dec-2016,debt_consolidation,debt_consolidation,179xx,CO,29.184044572278676,Apr-1992,750,754,1,14,1,42419,8.608896894264628,21,Fractional Funded,Individual,4,1,90.7,0,Fully Paid,Very Good,4,6665.080892343843,1.3608236938907494
1002268,15537, 36 months,19.56,E,E1,Supervisor,9 years,MORTGAGE,56725.54937706705,Source Verified,Feb-2017,debt_consolidation,debt_consolidation,606xx,SD,36.42099968252619,Feb-1999,715,719,2,12,0,5595,73.8813269436959,24,Whole Funded,Individual,7,0,573.93,0,Fully Paid,Good,4,4727.129114755588,12.141195767394954
1002269,27661, 36 months,18.68,E,E1,,1 year,OWN,152182.6654552597,Verified,Apr-2016,debt_consolidation,debt_consolidation,964xx,AL,34.1441353803768,Sep-2009,810,814,1,14,0,3761,6.294920025617257,25,Fractional Funded,Individual,9,1,1009.47,0,Fully Paid,Excellent,4,12681.88878793831,7.959934177628987
1002270,39659, 36 months,13.12,C,C5,Teacher,4 years,MORTGAGE,85499.33133936118,Verified,Aug-2016,debt_consolidation,debt_consolidation,470xx,NV,12.771613422105617,Nov-1999,738,742,2,8,0,43533,80.14531807813104,20,Whole Funded,Individual,0,0,1338.56,0,Fully Paid,Good,4,7124.944278280098,18.786953942650584
1002271,34848, 36 months,18.23,E,E2,Driver,8 years,RENT,146202.18837648342,Not Verified,Aug-2016,other,other,958xx,MS,14.201327068132322,Apr-2005,736,740,1,17,0,26003,87.86592985855468,19,Whole Funded,Individual,2,0,1263.86,0,Fully Paid,Good,4,12183.515698040284,10.37352461575021
1002272,38804, 36 months,24.07,F,F5,Project Manager,10+ years,MORTGAGE,113076.92997142152,Not Verified,Nov-2016,debt_consolidation,debt_consolidation,312xx,SD,29.44944262354365,May-1996,731,735,0,6,0,30831,31.63692657086524,6,Fractional Funded,Individual,0,0,1523.82,0,Fully Paid,Good,4,9423.07749761846,16.171150034424763
1002273,16379, 36 months,9.96,B,B1,Project Manager,2 years,OWN,46666.42250262948,Source Verified,Nov-2016,home_improvement,home_improvement,500xx,ND,12.69634094302489,Jun-2008,675,679,2,3,0,19780,22.837264736916364,15,Fractional Funded,Individual,0,0,528.2,0,Fully Paid,Good,4,3888.86854188579,13.582356778351407
1002274,28766, 36 months,9.92,B,B2,Sales,< 1 year,OWN,42933.09376154734,Verified,Oct-2016,medical,medical,203xx,VT,34.07894018727109,Sep-2009,746,750,0,6,0,21144,34.38033807300413,15,Whole Funded,Individual,8,0,927.12,0,Fully Paid,Very Good,4,3577.757813462278,25.913436524726773
1002275,3563, 36 months,8.72,B,B4,Teacher,8 years,RENT,80609.13831239076,Verified,Apr-2015,small_business,small_business,602xx,ND,20.3709136873786,Jul-1990,848,852,0,8,0,91,29.83344004756815,27,Whole Funded,Individual,4,0,112.84,0,Fully Paid,Excellent,4,6717.42819269923,1.6798095456031676
1002276,37060, 60 months,19.48,E,E2,Project Manager,4 years,RENT,29326.41280083998,Source Verified,Mar-2015,other,other,914xx,NC,11.706387404241577,Jan-2001,685,689,0,12,1,43169,52.37172743365692,19,Whole Funded,Individual,8,0,971.17,1,Charged Off,Good,4,2443.8677334033314,39.739057344463895
1002277,30197, 36 months,12.06,C,C1,Manager,1 year,RENT,48559.884581056205,Not Verified,Aug-2015,car,car,122xx,MT,11.454462536113294,Feb-2004,712,716,1,7,0,18549,51.43353583139311,17,Fractional Funded,Individual,3,0,1003.84,0,Fully Paid,Good,4,4046.6570484213503,24.806648747059256
1002278,4586, 36 months,24.77,F,F4,Engineer,5 years,MORTGAGE,39816.6384742612,Verified,Jul-2016,debt_consolidation,debt_consolidation,523xx,OK,31.35723712570581,Feb-2009,689,693,1,11,0,39887,48.68251050873654,13,Fractional Funded,Individual,6,1,181.78,1,Charged Off,Good,4,3318.0532061884333,5.478513715842947
1002279,17087, 36 months,19.29,E,E4,Manager,2 years,MORTGAGE,59100.15056577365,Verified,May-2017,renewable_energy,renewable_energy,175xx,WI,4.986543765183882,Jan-1993,839,843,0,10,0,11192,35.74936518976788,22,Whole Funded,Individual,8,0,628.85,0,Fully Paid,Excellent,4,4925.012547147804,12.768495389198197
1002280,24225, 36 months,12.35,C,C2,Manager,8 years,MORTGAGE,16788.417106658704,Source Verified,Mar-2018,debt_consolidation,debt_consolidation,598xx,HI,37.27709704941035,Apr-1999,677,681,1,9,0,10034,55.45925355404783,13,Whole Funded,Joint App,0,0,808.67,1,Charged Off,Good,4,1399.0347588882253,57.801994901300944
1002281,30750, 36 months,7.98,A,A3,Driver,2 years,MORTGAGE,216596.7999127511,Not Verified,Oct-2015,debt_consolidation,debt_consolidation,740xx,DC,16.537622854131637,Mar-1990,698,702,0,9,0,45885,14.709927201297424,20,Fractional Funded,Individual,2,0,963.31,0,Fully Paid,Good,4,18049.733326062593,5.3369763563711246
1002282,7643, 60 months,16.84,D,D1,Project Manager,1 year,OWN,91360.39371053246,Source Verified,Apr-2017,debt_consolidation,debt_consolidation,178xx,CT,33.75679026595733,Apr-1993,704,708,0,9,0,48262,63.20662341755059,9,Whole Funded,Individual,7,0,189.29,1,Charged Off,Good,4,7613.3661425443715,2.486285257479284
1002283,28523, 36 months,10.9,B,B1,Supervisor,2 years,MORTGAGE,111651.22377260325,Verified,Mar-2017,credit_card,credit_card,315xx,NY,31.692193226617324,Jul-2009,697,701,2,14,0,38081,74.58164904159335,20,Fractional Funded,Individual,5,0,932.46,0,Fully Paid,Good,4,9304.268647716937,10.02185163934196
